Genes,EC-Log2fC,PC-Log2fC,AC-Log2fC,MC-Log2fC,M_Log2FC,S_Log2FC,GB_log2FC,Contra-Endo-1,Contra-Endo-2,Contra-Endo-3,Contra-Endo-4,Contra-Endo-5,Ipsi-Endo-1,Ipsi-Endo-2,Ipsi-Endo-3,Ipsi-Endo-4,Ipsi-Endo-5,Contra-Peri-1,Contra-Peri-2,Contra-Peri-3,Contra-Peri-4,Contra-Peri-5,Contra-Peri-6,Ipsi-Peri-1,Ipsi-Peri-2,Ipsi-Peri-3,Ipsi-Peri-4,Ipsi-Peri-5,Ipsi-Peri-6,Contra-Astro-1,Contra-Astro-2,Contra-Astro-3,Contra-Astro-4,Contra-Astro-5,Contra-Astro-6,Ipsi-Astro-1,Ipsi-Astro-2,Ipsi-Astro-3,Ipsi-Astro-4,Ipsi-Astro-5,Ipsi-Astro-6,Contra-MG-1,Contra-MG-2,Contra-MG-3,Contra-MG-4,Contra-MG-5,Contra-MG-6,Ipsi-MG-1,Ipsi-MG-2,Ipsi-MG-3,Ipsi-MG-4,Ipsi-MG-5,Ipsi-MG-6,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,GeneID,MSG_Regulated,Control-EC-exp,EC-EXP,EC-Regulated,Control-PC-exp,PC-EXP,PC-Regulated,Control-AC-exp,AC-EXP,AC-Regulated,Control-MC-exp,MC-EXP,MC-Regulated
Palm,#N/A,-5.290527035,#N/A,3.9419665,-2.632696577,-0.8887360217,-1.482702038,4273.612546,445.6972056,3041.684247,3092.075861,5287.395495,573.9208806,1043.989652,620.5216113,892.9164116,2386.043195,993.2900085,458.4328103,1038.430647,1138.027418,1641.508187,1021.48099,33.15566348,0,22.80026638,10.98040153,53.04356622,39.41346038,782.0910088,607.8597155,497.5227608,862.6991147,699.0867742,636.9976718,506.401668,235.4780403,419.782019,219.036603,674.374698,511.5104207,88.2820087,57.56755884,63.47036583,23.3624804,106.1721194,38.93839275,662.3912214,1050.576924,486.4320065,986.1397134,1618.365697,989.8827052,5422.500496,6238.656299,7001.525764,5212.777053,981.0147187,1141.061433,980.8151021,745.2863872,4567.279719,3402.902337,3423.142668,1871.499389,2030.996084,2249.44519,1976.397817,1900.272576,2135.230954,584.6787129,915.2639187,647.7117256,ENSMUSG00000035863,1,1,1,0,1,1,1,1,1,0,1,1,1
Dennd5a,#N/A,-1.087004541,#N/A,#N/A,-0.4032227065,-0.4960401764,-0.5235945479,1388.261649,1405.568007,1042.86317,1360.408799,1327.322908,773.7357743,1026.216327,628.1981674,1294.248734,1287.868609,1718.090718,1200.348807,1214.85032,1335.552881,1398.094512,1257.766629,477.1815097,988.4290534,516.1151207,630.9507647,720.1971526,491.8799855,1277.593874,1461.807966,1274.838485,1825.789047,1134.40768,719.7924512,1046.159134,1307.415032,1276.012341,2087.746519,1043.469801,797.3892239,1121.700816,1382.707592,1005.120875,794.3243336,961.3192988,1057.01512,1585.237243,862.0640906,692.6476036,1325.12524,1253.788809,1170.687812,8711.558174,8921.217421,7975.934998,8850.956067,6511.867485,6835.573313,6384.669009,6322.705931,6734.171133,5970.947547,6661.93004,4534.921356,4557.310422,4638.49186,4107.255049,4621.640784,4128.113178,2641.541719,3288.699525,3011.515519,ENSMUSG00000035901,1,1,1,0,1,1,1,1,1,0,1,1,0
Dcdc2a,#N/A,#N/A,#N/A,#N/A,0.8685050822,-0.9689335623,-1.243672688,6.624288712,103.3152552,0,0,9.384058265,0.7292514366,0,5.117704011,0,5.12686548,34.91564878,11.33932746,0,1.002667328,59.31929898,25.44614567,0,80.3497166,0,0,3.73546241,0,22.31994888,125.1475885,36.62744252,108.1131883,340.9656353,464.6950229,32.34501672,86.00067558,28.12435363,78.47374359,212.1434472,290.6040727,2.077223734,20.63742675,0,1.946873367,0,33.25987714,0,10.18988287,0,0,1.270302745,27.77732081,289.0969616,323.7573768,391.0696774,447.9302648,771.6374766,569.9909522,617.226319,691.2241622,648.1551651,940.6468378,729.0414006,420.417722,290.688705,473.7143573,668.1863085,772.655753,608.217302,270.0533966,286.6338711,308.6213685,ENSMUSG00000035910,1,0,0,0,0,1,0,1,1,0,0,0,0
Tmtc2,#N/A,-6.393034858,#N/A,#N/A,-1.443198842,-0.7308675396,-1.172152397,410.7059001,111.7246364,324.3268623,356.4427923,591.1956707,10.93877155,120.5495083,94.67752421,429.1759527,318.8910329,45.75153979,0,58.51543595,5.013336641,5.113732671,11.81428192,0,0,0,0,0,0.7882692075,202.6651359,190.3505337,363.2221383,141.2090622,241.2492702,163.351862,192.0485367,153.572635,282.285179,154.3604407,184.5475516,153.5712579,0,23.89596782,3.121493401,0,9.232358212,0,57.87884459,0,0.986677498,0,0,57.57481041,1673.515834,1891.057239,1215.290741,1866.52815,575.1992775,672.5461425,519.7695318,675.7778122,1075.897316,762.5674927,830.6463084,460.013851,633.9691166,512.8027718,1220.314714,1302.318021,1251.727678,418.189483,758.9993472,494.383912,ENSMUSG00000036019,1,1,1,0,0,1,1,1,1,0,0,0,0
Dgkb,#N/A,-8.215012865,#N/A,6.82337056,0.5908704999,-0.8141771601,-2.381418239,0,242.6707157,55.54769464,14.81547059,22.93880909,8.75101724,2.318259775,2.558852006,0,9.228357865,2975.054074,1564.017238,1895.201433,2490.625643,4076.667685,4346.746955,0,0,0,0,13.44766468,44.14307562,718.702354,491.1254102,755.9497164,571.4554238,731.2533436,333.4168142,629.7170442,362.4314185,271.8687518,193.1661381,536.3952201,375.6589233,9.347506803,7.603262488,8.323982404,47.69839748,0,5.67851561,1527.358399,1110.697233,536.7525589,1036.896905,2743.853929,1977.240199,759.8457573,705.1104056,987.4690741,808.2814961,928.0822698,1027.710959,1534.319676,1423.638591,551.5357616,494.5668941,498.5972797,246.8935099,198.8922719,431.8339131,2609.596081,2809.512902,2736.389641,306.7596835,547.3724704,707.6668322,ENSMUSG00000036095,1,0,0,0,1,1,1,1,1,0,0,1,1
Prickle1,#N/A,-2.278022962,#N/A,#N/A,-3.113265653,-0.7437992718,-1.422381026,911.3128613,815.70998,983.7317535,646.6517162,1583.8205,234.0897112,647.5672306,258.4440526,408.0531989,709.5581825,337.1166089,273.763763,252.4024028,48.12803175,524.6689721,341.7053847,25.35433089,0,29.01852084,79.39674951,132.2353693,99.32192015,295.5161232,296.5682349,453.7733156,290.1404951,310.9435039,132.7700065,184.9730643,287.6927362,236.452899,259.566998,235.4274841,140.5767669,154.7531682,51.0504767,50.98439222,93.4499216,141.9475075,183.3349326,237.9463611,427.9750804,36.50706742,116.0164369,223.5732831,309.0858243,2826.811734,3363.237009,3196.75881,3444.775315,403.4628879,405.9026478,347.3459852,324.3733499,2100.465574,1503.095462,1440.275755,776.7828825,939.0010143,1294.571063,1776.709955,1804.981014,1737.595658,532.2411602,726.8534925,722.4098912,ENSMUSG00000036158,1,1,1,0,1,1,1,1,1,0,1,1,0
Armh4,#N/A,#N/A,#N/A,#N/A,0.5825710576,-1.212220344,-1.939876913,0,0,0,0,0,0,0,5.117704011,0,0,0,83.42505204,0,0,0,0,0,1.275392327,0,0,0,0,64.28145278,58.89298281,62.06316649,45.23102775,78.27198545,127.5487141,9.097035951,19.45253376,61.4569209,137.9758129,80.2005715,36.62083843,0,0,0,0,0,0,0,19.36077745,0,0,0,24.24202543,99.71526215,57.59565194,72.55467113,75.71937266,102.3360678,105.7937752,141.1873969,109.4116458,79.50971746,129.5923947,79.60796903,29.11480069,38.24851382,56.77126875,304.6519951,242.1993881,362.3422225,60.30318564,90.18698126,84.52687163,ENSMUSG00000036242,1,0,0,0,0,1,0,1,0,0,0,0,0
Igfbp7,#N/A,-4.600803543,#N/A,6.353503187,0.9242544263,1.074085486,0.7112472618,36870.79097,130532.8182,18014.47574,50913.80042,22117.18266,95127.9329,77871.11861,45845.67196,37798.20784,59020.47541,41726.60827,10029.63514,44500.55236,18087.11593,21988.02774,5378.224645,300.3513044,1441.193329,1013.575478,1066.788241,579.743766,1439.379573,186.5947727,1155.774788,139.3877674,802.0233457,1135.479899,1783.444301,160.7143018,1681.108444,703.1088408,813.1949473,1051.231147,1806.234257,901.5151006,668.0009186,35.37692522,365.0387562,950.9328958,104.6469305,43458.43764,33306.65114,13473.08123,35491.05952,64842.60361,56783.91433,25519.37725,29771.71609,38173.91467,27282.69348,68776.89521,52970.29554,42412.44413,64985.36882,29915.78281,35014.63084,35374.22003,73095.61862,78147.45101,59938.361,1910.688563,2427.552556,1964.647765,3591.972362,3714.632099,3015.447002,ENSMUSG00000036256,1,1,1,0,1,1,1,1,1,0,1,1,1
Lrrn3,#N/A,#N/A,#N/A,3.913587795,-3.121381537,-1.131100023,-1.280353852,777.8807601,225.8519532,525.911238,657.1096954,1990.463025,729.2514366,316.828836,214.9435685,370.6083171,871.5671317,207.0859169,144.1714492,95.19675401,0,29.65964949,188.1197198,0,0,0,54.05736137,0,22.07153781,170.5244095,212.4354023,162.7886334,272.4893623,265.9103067,70.86039675,137.466321,316.359628,241.6611127,130.2146734,269.9223535,160.6591622,0,3.258541066,0,0,50.77797017,0,57.87884459,98.84186381,187.4687246,227.5009817,41.91999058,195.9563723,2369.203709,2938.25091,1539.610121,1915.791356,239.9604348,281.7568912,231.1475081,253.5775791,1607.304035,1089.634013,715.424248,455.3554829,460.8945915,641.2361339,633.1982643,726.5981644,850.5630742,253.0111919,394.6796606,259.4778385,ENSMUSG00000036295,1,1,1,0,0,1,0,1,1,0,0,1,1
Kidins220,#N/A,-1.543424217,#N/A,#N/A,-0.422081014,-0.4149268042,-0.9201971727,1006.891884,530.9923581,826.9439057,862.7832871,901.9122665,775.9235286,518.5174364,748.4642116,671.1274965,679.8223627,999.309948,695.748735,710.9188786,1345.579554,983.8821659,1255.040256,195.0333146,388.9946597,360.6587591,310.8298279,394.4648305,406.7469111,2692.678633,2698.560605,3114.350043,1859.988117,2275.248673,1442.568498,3895.552951,2022.039694,2120.784592,1722.110615,2335.302663,1522.718088,443.4872672,696.2416078,920.8405534,491.5855251,553.9414927,412.9092065,983.940358,1034.273111,668.9673436,382.4916903,1125.488232,911.0961226,2164.362279,1937.308293,2314.494009,2091.861705,1606.793892,1435.772664,1640.522585,1669.492995,2628.852937,2304.452515,2429.090529,1727.089977,1859.833985,1933.015167,4563.806358,4320.678265,4913.972284,2353.135179,2370.756785,2566.275137,ENSMUSG00000036333,1,1,1,0,1,1,1,1,1,0,1,1,0
Cracd,#N/A,-4.198638853,#N/A,3.164680201,-3.021009786,-1.129031975,-1.396635084,259.2935867,34.83886512,206.9599591,387.8167301,283.6070942,96.99044107,44.04693573,39.66220609,113.2947705,204.0492461,80.66718857,62.36630104,110.9173189,35.09335649,72.61500393,102.6933736,5.850999437,0,0,0,10.45929475,7.094422868,131.2412994,25.23984978,52.90630586,62.88216053,47.17763507,1.491797826,64.69003343,113.6437499,53.12377908,62.95146464,48.29281725,49.61532949,5.193059335,7.603262488,0,0,3.46213433,6.489732126,75.02813187,77.44310979,0,9.970162544,40.64968783,1.51512659,415.0937657,430.2220668,339.5558609,275.5090427,42.34595908,48.57877434,38.73282569,50.20063748,390.5034224,282.1058933,304.8147235,139.7510433,115.7017543,190.7886901,313.1856644,263.6399897,332.9313278,107.4969831,101.7952066,135.6361428,ENSMUSG00000036377,1,1,1,0,1,1,1,0,1,0,0,0,1
Npy1r,#N/A,-8.10760557,#N/A,6.906311187,1.083104885,-0.8953809995,-1.950005592,17.98021222,0,25.9819862,7.843484428,9.384058265,0,28.59187056,0,0,8.202984769,6482.270795,4793.295709,7586.919285,8172.741392,5928.861659,6625.085783,42.90732921,0,0,16.89292543,20.17149701,61.48499819,0.8927979553,36.80811426,0,0,11.79440877,46.99163153,0,57.33378372,7.29149909,5.174092984,7.761345629,29.53293422,18.69501361,0,0,108.0514718,12.69449254,14.60189728,5374.157903,2362.014849,1823.380016,1708.523309,3600.037979,3628.728182,390.3581968,477.345782,856.8706661,766.3165426,1183.334301,1123.78898,1395.631171,1575.527699,594.8132028,468.1194666,560.398203,242.2351418,188.3739306,441.1406785,881.5280418,1253.878144,671.7448346,141.5813924,272.3468246,310.5871097,ENSMUSG00000036437,1,0,0,0,1,1,1,0,0,0,0,1,1
Btg1,#N/A,#N/A,#N/A,-0.8780576898,2.032188162,0.5056847877,0.7458406582,1771.524067,1478.849758,1065.261434,1355.17981,1293.957367,1449.751856,2191.528241,2148.156259,1491.074395,1774.920829,3036.457456,1793.233643,2614.853959,3223.57546,3232.901795,2540.070612,3162.14014,2163.065387,2624.103385,1929.172084,4422.040401,3308.365864,923.1530858,1268.302451,741.7057109,1164.974764,660.486891,950.2752153,764.1510199,983.8886813,1440.591892,700.2272505,777.8593063,934.4220387,6607.648698,4824.813139,4497.031494,3891.79986,6326.473465,5634.709918,3533.825011,2496.521302,2436.106742,2996.487034,3292.624714,2539.352164,1266.151933,1506.213564,1186.268873,1333.755697,5527.323937,4519.98507,6123.534797,5473.156681,1007.458572,1273.002843,1507.314045,1605.972406,2110.36175,1660.326942,421.5632649,591.6017842,414.1053971,755.1007593,724.1746713,917.0182701,ENSMUSG00000036478,1,1,1,0,1,1,0,1,1,0,1,1,1
Bicral,#N/A,#N/A,#N/A,#N/A,-0.8440831135,-0.4906207962,-0.6669819554,207.245604,14.41608212,282.218126,254.4774948,262.7536314,134.1822643,101.2306769,63.97130014,199.7060361,113.8164137,219.1257958,61.55634908,602.6216538,386.0269214,118.638598,318.0768209,109.2186562,257.62925,145.0926042,212.8508604,165.854531,128.4878808,191.0587624,128.3025697,290.9846822,205.1944186,131.8829344,132.7700065,140.4986664,279.5021956,185.4124054,360.4618112,122.4567866,139.3954495,270.0390854,233.5287764,361.0527368,253.0935377,268.8924329,334.2212045,397.6490989,125.3355593,67.09406986,85.19957083,99.08361409,117.6748318,567.3721118,643.1514467,605.831504,607.5795445,343.4727792,342.210477,293.6198076,370.7123998,707.5358402,627.6856125,614.8668134,477.4827314,396.8283309,513.7334483,614.4241918,655.1294925,649.3925546,381.4831961,370.5702695,456.0519585,ENSMUSG00000036568,1,1,1,0,1,1,0,1,1,0,1,1,0
Etl4,#N/A,-2.602793175,#N/A,3.08607255,-0.7244876261,-0.7078985548,-1.122425761,78.54513758,108.1206159,190.833209,143.7972145,229.3880909,74.38364654,120.5495083,20.47081604,116.175146,122.0193984,50.56749134,29.15827062,61.1355301,28.07468519,119.6613445,69.97690059,32.50555243,0,10.36375744,0,5.976739856,9.459230491,0.8927979553,15.77490611,0,2.206391598,20.3721606,58.18011523,0,4.095270266,1.041642727,15.52227895,19.83454994,36.62083843,10.38611867,10.86180355,0,5.8406201,8.078313436,0,10.71830455,48.91143776,7.893419984,36.25513652,62.24483449,129.7958445,674.8172392,624.8255574,639.2066527,714.3164915,374.0559719,342.210477,522.2684238,368.1380082,513.2905811,438.1457155,464.0306616,251.551878,305.0318977,308.0539337,1680.279491,1504.018496,1917.590333,580.7458965,966.161522,792.1937038,ENSMUSG00000036617,1,1,1,0,1,1,1,0,0,0,0,0,1
Tcaf1,#N/A,-3.281962047,#N/A,3.081270642,-0.4775715482,-0.3517580008,-1.089374858,1114.773157,611.4821499,1162.021935,750.3600103,1573.393769,461.6161594,665.3405555,882.8039419,842.0297774,1351.441741,989.6780448,933.0646598,1412.230745,1860.950561,1521.846843,1358.64242,106.618212,98.20520918,143.0198527,206.9383365,127.0057219,148.194611,1257.059521,1238.85596,1347.075941,703.8389196,1274.868366,1106.913987,1377.695556,838.5065869,1351.010617,1156.409782,1153.853383,1436.48192,279.3865922,81.46352665,121.7382427,116.812402,171.9526717,144.3965398,1711.713237,1035.292099,1389.241917,919.9740893,1265.221534,1427.75429,1967.250715,1777.611258,2001.783377,1750.668387,1452.701652,1468.158513,1224.45707,1238.282391,1972.646155,1955.346473,1798.511616,1398.675025,1552.889661,1534.685609,2475.617473,2198.058709,2803.446481,1169.357426,1138.499021,1204.999356,ENSMUSG00000036667,1,1,1,0,1,1,1,1,1,0,1,1,1
Aaas,#N/A,#N/A,#N/A,#N/A,-0.6486790362,0.4963862544,1.668563184,328.3754547,87.6978329,497.2414601,506.3404948,301.3325376,140.7455273,356.2392522,345.4450207,327.4026843,346.5761065,380.460173,238.1258767,303.9309211,289.7708578,215.7995187,256.2790385,364.0621872,280.5863119,462.223582,430.7695984,312.2846575,267.2232614,328.5496475,226.1069876,292.0021112,116.9387547,261.6214308,293.1382729,267.8571697,283.5974659,232.2863281,341.4901369,265.6104949,340.2194022,388.4408383,387.7663869,368.3362214,327.0747256,390.0671345,287.1706466,411.5828948,390.2725138,226.9358245,434.1552599,430.6326305,272.2177439,311.5135709,390.9523041,329.3982069,395.9302137,212.906072,226.7009469,234.8958461,235.5568374,287.8453062,275.0532459,225.2067545,379.657001,340.411773,392.7454986,51.20201598,44.46939586,70.58614724,203.1955168,138.4057633,183.7968023,ENSMUSG00000036678,1,1,1,0,1,1,0,1,1,0,1,1,0
Slc6a20a,#N/A,-5.088874306,#N/A,2.986645574,0.4990053603,-1.150715669,-1.382222003,174.1241604,136.9527801,100.3442226,0,71.94444669,76.57140085,37.86490966,115.1483402,93.13214186,34.86268527,173.374256,916.0556686,131.8780721,33.08802183,1666.054104,1160.526001,22.10377565,8.927746289,12.43650893,58.28059272,10.45929475,7.094422868,6.249585687,528.9851849,8.13943167,81.63648911,1007.88584,885.3820099,113.2075585,205.7873309,78.12320453,68.12555762,338.9120925,227.9942522,55.04642895,21.72360711,17.68846261,50.61870753,165.028403,2.433649547,151.1280942,487.0764011,243.709342,65.25924574,597.04229,928.7725995,1300.936327,2012.357172,2135.283971,2390.177788,2974.803625,2098.603051,2988.674808,3015.899836,2106.504287,3686.771392,2601.923619,1285.709599,753.4957223,1742.226477,750.1095341,838.5657504,658.8040409,317.247194,256.2738972,290.9296977,ENSMUSG00000036814,1,0,1,0,1,1,1,0,1,0,0,1,1
Unc93b1,#N/A,4.9291292,#N/A,-3.854863715,0.5268450203,0.4771554738,0.9551877451,1110.98785,257.0867978,1609.987214,1123.36127,582.8542855,1377.555964,1813.651898,3737.203354,1312.491113,839.7805657,325.0767301,795.3728263,693.4515843,213.5681409,128.8660633,192.6636743,12150.5755,3985.601022,11756.64644,12923.9326,16824.52269,13947.63536,774.9486252,1520.700949,260.4618134,418.1112077,159.7606278,180.507537,384.0970735,1682.132262,1588.505159,735.5835525,151.7774256,176.016288,23049.91317,23280.10356,21212.62866,21682.32868,23048.58228,23404.4077,532.6997363,2175.539992,3103.100731,3183.200987,167.6799623,215.1479757,698.7798216,981.7440672,803.9057561,889.4745584,1155.103662,1229.582755,1181.975907,1292.344616,595.8196549,812.8176049,635.816279,980.5864874,945.6945042,922.300448,273.0774186,347.8142033,197.6412123,494.2239345,491.1172247,606.4311604,ENSMUSG00000036908,1,1,1,0,1,1,1,1,1,0,1,1,1
Nfkbid,#N/A,5.804744281,#N/A,-3.818026782,2.169652597,1.65054034,1.903654156,521.4261543,413.2610208,408.5443348,592.6188235,110.5233529,197.6271393,572.6101645,1006.908264,332.2033101,286.0790938,1.203987889,208.9676061,0,16.04267725,149.320994,38.1692185,2848.136504,1117.243678,2493.520041,3376.895793,7989.407002,5314.510997,265.1609927,617.3246591,28.48801085,98.18442609,18.22772264,17.155675,158.6927383,603.0285466,597.9029253,113.8300456,14.66031952,48.43401212,5113.086221,5580.794666,4870.570204,4692.93825,10842.25068,7213.337258,71.8126405,402.5003733,772.5684809,1310.623185,92.73210037,66.16052775,13.14077098,11.34459811,18.13866778,14.59650557,61.16638534,61.53311416,48.72839361,87.52931663,19.12259027,36.14481757,27.23430519,107.1424666,85.10294325,68.87006373,7.680302397,7.146867191,12.94079366,27.52971518,52.6834841,21.62315321,ENSMUSG00000036931,1,1,1,0,0,1,1,1,1,0,1,1,1
Trappc14,#N/A,4.292287817,#N/A,-4.083343654,0.9964684643,0.5813308104,1.249484358,42.58471315,25.22814371,34.94129179,14.81547059,10.42673141,24.79454885,91.95763776,39.66220609,28.80375521,25.6343274,9.631903113,34.01798239,15.72056488,6.016003969,10.22746534,12.72307283,310.1029702,75.24814729,228.0026638,157.9488527,488.5984832,483.2090242,66.06704869,92.54611585,114.9694723,73.91411852,30.02213141,47.73753044,103.0997408,66.54814182,95.83113089,38.80569738,75.88871281,41.34610791,665.7502068,353.0086155,577.4762793,866.3586481,942.8545824,956.424272,32.15491366,45.8544729,30.58700244,58.00821844,41.91999058,47.97900867,128.3157637,96.86541463,118.2641139,81.19306225,195.2619224,246.1324566,181.1696685,226.5464666,190.2194506,189.539897,192.7350829,291.1480069,308.8567491,256.8667242,118.6180037,51.61626305,134.1136798,222.8595991,246.4515527,249.6491325,ENSMUSG00000036948,1,1,1,0,0,1,1,1,1,0,1,1,1
Inhbb,#N/A,#N/A,#N/A,6.941617296,5.242923608,2.755800897,2.227262713,18.92653918,193.4157684,44.79652794,0,29.19484793,379.9399985,356.2392522,290.4297026,534.7897218,250.1910354,48.15951556,0,0,0,13.29570494,6.361536417,10.40177678,0,0,0,2.241277446,0,197.3083481,130.4058905,182.1197836,365.1578094,348.4711681,407.2608066,168.800556,151.5249998,104.1642727,149.1863477,292.3440187,297.6919769,0,0,1.0404978,0,0,0,5.359152276,18.34178916,15.78683997,11.78291937,25.40605489,113.6344942,33.23842072,33.16113294,30.47296188,20.98247676,1170.395258,1288.956812,685.9458485,1332.247687,98.63230773,80.22386339,336.2389218,1235.632141,1778.555893,463.4769154,109.2309674,81.79192452,81.17406932,507.3333227,366.9985079,404.9426873,ENSMUSG00000037035,1,0,1,0,0,1,0,1,1,0,0,0,1
Rab11fip3,#N/A,-2.891443824,#N/A,2.115855036,-0.4713881729,-0.4164502504,-0.746754358,219.5478544,307.5430852,205.168098,187.372128,185.595819,154.6013046,207.8706265,107.4717842,45.12588317,206.0999923,498.4509861,253.514964,211.3542612,233.6214875,208.640293,253.5526658,16.25277621,0,47.67328424,5.912523899,59.76739856,93.8040357,274.0889723,189.2988733,380.5184306,593.5193398,194.0716352,324.4660272,360.8490927,249.8114862,198.9537609,208.688417,156.0892843,277.6095817,160.9848394,30.41304995,56.18688123,25.30935377,41.54561195,49.48420746,152.1999247,248.633142,110.5078798,194.8713588,189.275109,679.7867966,944.5895376,935.4930133,1007.058835,1024.492235,741.0542839,748.1131248,694.6919704,635.8747414,1163.45865,995.3048546,1119.748933,812.8852354,760.1892122,882.2813569,721.9484253,690.8638285,732.9194955,348.7097257,465.2219528,461.9491821,ENSMUSG00000037098,1,1,1,0,1,1,1,1,1,0,1,1,1
Setd7,#N/A,#N/A,#N/A,#N/A,0.3191005627,-0.5027307516,-0.7331162308,197.7823344,294.3283433,94.07270867,63.6193737,141.8035471,141.4747787,177.7332494,28.14737206,131.5371488,166.1104416,92.70706746,178.9993835,144.1051781,41.10936046,126.8205702,79.97360067,20.80355355,225.7444419,41.45502978,28.71797323,71.72087827,60.69672898,173.2028033,216.6420439,235.0260895,300.0692573,166.1939417,123.0733207,190.0269732,168.9298985,283.3268218,247.4941144,151.7774256,150.0273058,69.58699509,83.63588736,68.67285483,80.79524471,61.16437315,99.77963143,133.9788069,88.65198095,36.50706742,26.28497398,86.38058664,285.8538832,1626.363656,1680.745843,1743.488747,1627.510371,2023.195823,1980.934465,2246.50389,2082.682857,1824.697693,1667.069513,1828.888341,1124.995899,1257.419892,1369.955862,3880.259444,4091.978515,4195.170018,2219.419419,2408.260282,2690.116833,ENSMUSG00000037111,1,1,1,0,1,1,0,1,1,0,1,1,0
Dennd11,#N/A,-1.91751977,#N/A,1.345496171,-0.9549173008,-0.5907658665,-0.7214390437,325.5364738,142.959481,411.2321265,218.7460657,356.5942141,278.5740488,171.5512234,144.5751383,317.8014325,264.5462588,119.194801,268.0940993,172.052849,97.25873084,173.8669108,108.1461191,16.25277621,10.20313862,107.7830774,34.63049712,53.7906587,29.95422989,405.3302717,666.7526983,524.9933427,457.8262565,270.1991827,174.5403457,276.9542056,557.9805737,686.4425572,704.5389946,320.802286,168.9283837,77.89589003,114.0489373,92.60430424,30.17653718,55.39414927,42.18325882,408.3674035,156.9241962,22.69358245,107.8590312,205.7890446,145.9571948,1205.085998,1098.680694,822.0444239,797.3341169,591.6671505,512.7759513,428.5599746,490.4216123,929.9617586,811.936024,826.4564153,577.6376458,586.1584743,541.6537445,712.5613891,835.389365,884.6797121,432.60981,554.5159937,485.5380765,ENSMUSG00000037172,1,1,1,0,1,1,1,1,0,0,1,1,1
Rbm17,#N/A,#N/A,#N/A,#N/A,0.4479337644,0.480340128,0.5851919085,792.0756645,1391.151925,630.7351134,496.7540138,668.3534831,1449.022605,938.1224558,914.789592,662.4863699,673.6701241,1012.553815,715.9975341,912.6661279,945.5152905,691.3766571,623.4305689,755.4290384,1518.992261,700.5900032,733.9976098,588.7088758,621.1561355,637.4577401,572.1032616,391.7101491,383.912138,507.159577,704.128574,583.2210827,600.9809115,734.3581226,734.7212037,523.4596441,575.3015586,688.5996679,692.9830667,728.3484603,653.1760145,830.9122391,447.7915167,704.1926091,996.5705444,639.3670187,738.6984067,776.154977,837.8650041,1068.267382,1197.291431,1173.934579,1382.106621,1665.607724,1515.657759,1648.019261,1746.724745,856.4907539,876.2914309,927.0138499,1201.858973,1390.333477,1117.742521,342.2001401,336.6968543,394.1059887,576.81308,475.9372377,556.3047598,ENSMUSG00000037197,1,1,1,0,1,1,0,1,1,0,1,1,0
Mxd4,#N/A,-1.572502255,#N/A,0.7037805661,-1.096169776,-0.4994869731,-0.8767144947,3007.427075,3733.765269,2103.644952,3045.886453,3235.414755,2090.034617,1532.369712,862.3331259,1210.717844,2193.273053,953.5584082,443.043723,818.3427386,927.4672786,1175.135768,830.6348979,283.4484172,488.4752612,157.5291132,181.5989483,315.2730274,302.6953757,2584.650081,2112.785758,2678.890448,2355.32303,1954.655198,1777.47711,1992.250873,1565.417059,1148.931928,1470.304756,1762.687829,1521.536771,705.2174577,614.7780812,656.5541121,659.9900713,684.3485525,511.0664049,1156.505061,863.0830789,483.471974,774.0471648,1458.307551,1504.520704,3735.843891,4353.70769,5159.362664,5862.321551,2424.306157,2721.490891,1842.932835,1948.814491,5061.44771,4224.535751,5567.320466,3344.708304,3284.591124,3875.337099,2859.632592,2776.160856,2230.522253,1094.633913,1683.19267,1503.792018,ENSMUSG00000037235,1,1,1,0,1,1,1,1,1,0,1,1,1
Tbcel,#N/A,-1.244192589,#N/A,1.196921793,-0.5102930386,-0.3789911205,-0.7659275939,134.3784281,247.4760764,123.6384171,0.8714982698,160.5716636,239.1944712,217.1436656,55.01531812,91.21189151,187.6432766,202.2699654,192.7685669,250.6556734,153.4081012,199.4355742,189.9373016,85.81465841,86.72667823,89.12831402,65.03776289,109.0755024,67.00288264,354.4407883,337.5829908,297.089256,302.2756489,397.7932411,475.1376077,402.2911454,141.2868242,335.4089581,195.7531846,324.2517729,361.4831149,104.8997986,56.48137848,109.2522691,70.0874412,118.866612,70.57583687,287.250562,213.9875402,67.09406986,194.8713588,250.2496407,201.5118364,1275.427772,1553.33728,1065.102572,1087.439665,898.6753538,899.2470894,918.3428026,780.0406747,936.0004713,1085.226108,1043.283384,829.1895238,719.0720598,809.6885871,1076.949069,1159.380678,1059.968644,538.7958543,736.675837,660.4890434,ENSMUSG00000037287,1,0,1,0,1,1,1,1,0,0,1,1,1
